Ano;DscClassificacao;Descricao Categoria;Agente;CNPJ;Ordem IASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaSatisfacao
2013;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;48;50,8;40,2;37,7;27,7;50,8;4,5;4,3;5,2;5,4;6,0;5,4;4,7
2013;Concessionária;Norte;CEA;05.965.546./000.1-09;49;47,0;38,4;25,2;33,7;41,3;4,7;4,6;4,1;5,1;5,6;4,9;4,4
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;1;77,9;74,2;37,4;42,4;72,8;7,7;8,2;7,1;8,1;8,4;7,6;7,7
2012;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;2;76,2;72,0;52,5;30,5;76,5;7,8;7,5;7,1;7,8;8,1;7,6;7,5
2012;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;2;76,2;72,0;52,5;30,5;76,5;7,8;7,5;7,1;7,8;8,1;7,6;7,5
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;3;75,4;71,8;34,2;35,9;66,9;7,8;7,9;6,7;7,9;7,9;7,6;7,5
2012;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;4;70,6;71,4;33,3;40,0;73,8;7,5;8,2;6,5;7,3;7,6;7,2;7,4
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;5;62,6;71,4;48,7;37,1;77,6;7,9;6,7;7,7;6,4;7,0;6,5;7,4
2012;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;6;68,7;70,9;48,4;36,7;71,4;7,6;7,3;7,3;6,8;7,5;7,2;7,4
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;7;65,8;69,8;37,3;27,6;74,2;7,5;6,9;7,5;6,9;7,0;6,9;7,3
2012;Concessionária;Nordeste;Energisa Paraíba;09.095.183./000.1-40;8;65,2;68,9;48,7;49,2;67,6;7,2;7,7;6,7;6,8;7,1;6,7;7,2
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;9;60,8;68,6;45,3;30,8;74,9;7,6;6,6;7,4;6,3;6,8;6,3;7,2
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;10;68,6;67,9;33,8;35,2;70,2;7,3;7,3;6,7;7,0;7,4;7,2;7,1
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;11;69,2;67,9;50,4;33,3;72,0;7,4;7,6;6,2;7,1;7,3;7,3;7,0
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;12;69,2;67,6;36,7;27,8;64,7;7,2;7,4;6,6;7,1;7,3;7,2;7,1
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;13;63,6;67,5;40,1;41,5;62,7;7,1;7,0;7,2;6,3;7,1;6,7;7,1
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;14;68,4;67,2;51,2;36,2;62,8;7,2;7,2;6,5;7,2;7,2;7,1;7,0
2012;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;75.805.895./000.1-30;15;65,5;66,9;56,3;42,7;71,1;6,9;7,5;6,2;6,8;7,0;6,9;6,9
2012;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;16;62,0;66,8;45,5;55,6;68,5;7,2;7,1;6,7;6,5;6,7;6,6;7,0
2012;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;17;72,1;66,3;28,2;27,0;59,3;7,1;7,2;6,5;7,5;7,6;7,3;6,9
2012;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;33.249.046./000.1-06;18;58,2;66,0;45,7;40,9;74,4;7,2;6,5;7,1;6,3;6,3;6,1;6,9
2012;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;04.368.898./000.1-06;19;66,4;65,4;43,2;40,8;63,9;6,9;7,3;6,3;6,9;7,1;6,9;6,8
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;20;66,7;64,5;38,1;31,9;65,9;7,0;7,0;6,5;6,8;7,3;6,9;6,8
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;21;65,0;64,4;30,9;36,5;57,6;7,2;7,2;6,0;6,6;7,4;6,6;6,8
2012;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;22;65,7;64,3;47,1;34,8;56,1;7,9;6,2;6,2;6,6;7,6;6,7;6,8
2012;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;23;67,1;63,9;47,2;32,4;61,2;7,7;6,3;6,2;6,5;7,8;6,9;6,7
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;24;58,6;63,8;40,3;36,6;66,0;6,9;6,5;6,7;6,1;6,5;6,3;6,7
2012;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;25;57,4;63,0;37,7;36,8;62,5;6,7;6,5;6,8;6,0;6,3;6,2;6,7
2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;26;51,1;62,5;34,1;45,3;54,3;6,7;6,4;6,7;5,1;6,0;5,7;6,6
2012;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;27;58,5;62,2;54,8;50,8;63,6;6,6;6,6;6,6;6,1;6,4;6,3;6,6
2012;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;28;57,9;62,2;42,4;32,2;60,4;7,0;6,3;6,5;6,0;6,4;6,2;6,6
2012;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;29;64,6;61,7;40,9;37,8;60,1;6,6;6,9;6,1;6,6;7,0;6,8;6,5
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;30;63,2;61,6;36,6;33,2;67,4;6,7;6,6;6,3;6,6;6,8;6,7;6,5
2012;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;31;56,9;61,6;42,4;40,8;58,5;6,8;6,7;6,1;5,8;6,6;6,0;6,5
2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;32;62,5;60,5;48,3;34,2;59,1;6,6;6,6;6,1;6,6;6,8;6,5;6,4
2012;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;33;59,0;60,3;46,2;35,5;61,5;6,8;6,2;6,3;6,3;6,4;6,2;6,4
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;34;59,0;59,3;32,0;41,7;58,4;6,5;6,4;6,0;6,4;6,5;6,1;6,3
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;35;61,7;58,7;33,4;25,4;64,7;6,1;6,6;6,1;6,5;6,7;6,4;6,3
2012;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;36;58,2;58,4;30,4;32,8;55,6;6,2;6,5;6,1;6,2;6,4;6,1;6,2
2012;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;36;58,2;58,4;30,4;32,8;55,6;6,2;6,5;6,1;6,2;6,4;6,1;6,2
2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;37;55,8;57,5;49,8;38,8;61,2;6,6;6,1;5,9;5,9;6,2;5,9;6,2
2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;38;57,2;57,2;33,0;37,3;53,1;6,3;6,3;5,8;6,1;6,4;5,9;6,1
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;39;53,8;55,3;50,1;33,5;55,6;6,1;5,9;6,0;5,8;5,9;5,8;6,0
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;40;56,7;54,9;41,0;32,2;53,6;6,0;5,9;5,9;6,1;6,3;5,9;5,9
2012;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Iguaçu Energia;83.855.973./000.1-30;41;55,6;54,7;36,1;37,5;55,8;6,1;5,9;5,8;6,2;6,2;5,6;5,9
2012;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Santa Maria;27.485.069./000.1-09;42;57,4;54,5;42,4;32,6;54,6;6,1;5,9;5,7;6,1;6,2;6,2;5,9
2012;Concessionária;Norte;CEA;05.965.546./000.1-09;43;50,5;54,3;30,0;32,1;54,2;5,7;6,4;5,5;5,2;6,0;5,4;5,9
2012;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;44;54,0;54,1;58,4;49,7;59,1;5,9;5,8;5,9;5,7;6,0;5,8;5,9
2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;45;55,4;51,6;35,0;35,9;53,7;5,7;5,5;5,7;5,7;6,3;5,9;5,6
2012;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;46;54,2;50,7;55,8;41,0;50,9;5,6;5,7;5,4;5,9;5,9;5,8;5,6
2012;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;47;54,4;48,6;29,0;27,0;48,4;5,2;5,6;5,3;5,8;6,3;5,6;5,4
2012;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;48;46,3;45,7;29,1;36,9;47,8;4,7;5,6;5,0;5,8;5,3;4,4;5,1
2012;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;49;46,5;39,9;31,0;32,2;40,5;4,4;5,2;4,2;5,7;5,2;4,8;4,6
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;1;82,9;77,8;59,7;44,1;76,9;8,4;7,9;7,8;8,0;9,1;8,3;8,0
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;2;80,1;77,7;42,1;37,2;77,2;8,4;8,0;7,5;7,9;8,6;8,1;8,0
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;3;84,9;77,1;58,9;43,1;78,0;8,3;7,6;7,9;8,4;9,1;8,4;7,9
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Iguaçu Energia;83.855.973./000.1-30;4;80,5;76,3;40,8;35,2;71,4;8,2;8,0;7,4;8,0;8,6;8,1;7,9
2010;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;5;77,8;76,1;47,2;46,3;75,4;8,1;7,8;7,7;7,7;8,2;8,0;7,8
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;6;81,5;73,8;52,1;41,4;70,5;7,9;7,4;7,6;8,0;8,9;8,2;7,6
2010;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;7;70,9;73,4;34,1;42,4;69,0;7,6;7,5;7,6;7,1;7,6;7,4;7,6
2010;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;8;74,8;73,3;38,9;36,2;71,9;7,7;7,7;7,4;7,7;7,9;7,6;7,6
2010;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;9;74,0;73,2;36,8;33,9;66,9;8,1;7,6;7,1;7,1;8,1;7,7;7,6
2010;Concessionária;Nordeste;Energisa Paraíba;09.095.183./000.1-40;10;71,2;72,3;37,9;48,2;69,5;7,6;7,5;7,4;7,2;7,6;7,4;7,5
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;11;77,4;72,2;45,1;37,9;71,9;7,6;7,5;7,4;8,0;8,2;7,7;7,5
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;12;77,0;72,1;32,5;31,4;70,4;8,0;7,6;6,8;7,4;8,4;8,0;7,5
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;13;80,6;71,6;53,0;37,3;74,5;7,7;7,3;7,4;7,9;8,9;7,9;7,4
2010;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;14;75,0;71,3;39,0;39,2;72,7;7,5;7,8;7,0;7,8;7,9;7,5;7,4
2010;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;14;75,0;71,3;39,0;39,2;72,7;7,5;7,8;7,0;7,8;7,9;7,5;7,4
2010;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;15;67,8;70,7;58,4;49,6;71,0;7,5;7,4;7,2;7,0;7,2;7,1;7,4
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;16;73,0;70,3;41,1;41,2;70,4;7,2;7,6;7,1;7,6;7,7;7,4;7,3
2010;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;17;68,3;69,1;39,3;39,5;66,2;7,8;7,0;6,9;6,8;7,4;7,2;7,2
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;18;74,3;68,0;43,9;45,0;63,5;7,1;7,5;6,8;7,1;8,4;7,7;7,1
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;19;68,2;67,6;45,3;43,8;61,4;7,3;7,0;6,9;7,1;7,5;6,7;7,1
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;20;72,4;67,5;43,6;35,4;63,4;7,1;7,4;6,7;7,0;8,1;7,4;7,1
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;21;73,0;67,5;40,3;40,2;66,8;7,3;7,0;6,8;7,8;7,6;7,2;7,1
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;22;73,4;66,9;46,3;41,6;66,6;7,1;7,0;7,0;7,4;7,9;7,6;7,0
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;23;68,0;65,2;49,8;39,3;61,1;6,8;7,3;6,6;6,7;7,6;7,1;6,9
2010;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;75.805.895./000.1-30;24;71,3;64,9;52,1;51,2;65,7;6,8;7,0;6,8;7,3;7,7;7,3;6,8
2010;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;25;67,2;64,8;52,0;47,0;64,5;7,1;6,7;6,7;7,2;7,2;6,8;6,8
2010;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Santa Maria;27.485.069./000.1-09;26;70,9;64,5;47,1;39,5;65,0;7,0;6,7;6,7;7,4;7,6;7,2;6,8
2010;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;27;76,9;63,9;49,8;50,1;69,1;6,6;6,8;6,8;7,7;8,3;7,8;6,8
2010;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;28;67,6;63,4;38,8;42,9;66,3;6,9;6,6;6,6;6,8;7,3;7,2;6,7
2010;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;29;68,3;63,2;40,5;38,8;60,2;6,6;7,0;6,5;6,9;7,4;7,1;6,7
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;30;66,8;62,4;43,5;33,9;61,2;6,6;6,7;6,5;6,9;7,2;6,9;6,6
2010;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;04.368.898./000.1-06;31;69,6;62,2;53,1;50,0;64,2;6,9;6,5;6,5;7,1;7,6;7,1;6,6
2010;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;32;64,9;62,0;34,8;40,9;57,0;6,5;6,7;6,6;6,6;7,1;6,8;6,6
2010;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;33;62,9;62,0;38,5;39,2;57,5;6,7;6,4;6,6;6,2;7,3;6,5;6,6
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;34;68,3;61,3;36,4;30,4;58,2;6,6;6,5;6,5;6,9;7,4;7,2;6,5
2010;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;35;56,3;61,1;45,6;41,1;56,8;6,7;6,5;6,2;6,0;6,4;5,9;6,5
2010;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;36;59,3;60,9;46,5;42,7;61,9;6,6;6,2;6,7;6,2;6,6;6,3;6,5
2010;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;37;64,0;60,7;49,6;39,6;59,0;6,4;6,8;6,2;6,6;7,0;6,7;6,5
2010;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;38;57,5;60,6;43,4;43,8;56,9;6,5;6,5;6,3;6,4;6,6;5,6;6,4
2010;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;39;58,4;58,1;49,0;40,8;57,0;6,2;6,3;6,1;6,2;6,2;6,3;6,2
2010;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;40;60,3;55,8;23,6;32,6;60,6;5,8;6,4;5,8;6,3;6,8;6,2;6,0
2010;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;41;58,7;55,6;30,0;39,9;48,6;6,2;6,0;5,8;6,5;6,7;5,7;6,0
2010;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;42;57,4;53,4;28,1;27,3;53,0;5,4;6,1;5,9;5,5;6,5;6,3;5,8
2010;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;43;52,5;51,6;41,6;49,7;60,2;5,6;5,7;5,6;6,2;5,7;5,3;5,6
2010;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;43;52,5;51,6;41,6;49,7;60,2;5,6;5,7;5,6;6,2;5,7;5,3;5,6
2010;Concessionária;Norte;CEA;05.965.546./000.1-09;44;52,8;51,0;22,3;42,4;43,6;5,2;5,4;6,3;6,2;5,7;5,3;5,6
2010;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;45;50,2;50,9;32,8;37,5;51,4;5,8;5,3;5,7;5,5;5,8;5,3;5,6
2010;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;46;53,0;50,8;27,5;33,1;48,1;5,4;5,8;5,5;5,3;6,0;6,0;5,6
2010;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;47;55,4;49,9;42,6;34,1;52,1;5,6;5,4;5,5;5,9;6,1;5,9;5,5
2010;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;33.249.046./000.1-06;48;41,4;48,4;47,7;38,2;49,2;5,9;4,4;5,8;4,6;4,8;4,8;5,4
2010;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;49;49,7;46,3;27,8;33,4;40,9;5,1;5,3;5,2;5,4;5,9;5,2;5,2
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;1;83,5;84,5;50,4;46,1;74,3;8,8;8,8;8,2;8,1;9,0;8,5;8,6
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;2;86,9;82,6;33,4;43,9;83,6;8,3;8,6;8,4;8,1;9,2;9,1;8,4
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;3;80,6;82,3;49,1;44,7;69,5;8,5;8,7;8,0;8,0;8,6;8,1;8,4
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;4;85,5;80,6;36,9;43,3;80,7;8,2;8,5;8,1;8,7;8,9;8,6;8,3
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Iguaçu Energia;83.855.973./000.1-30;5;79,2;79,7;49,1;45,5;73,9;7,8;8,5;8,2;7,8;8,3;8,2;8,2
2009;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;6;82,9;79,0;35,6;43,3;72,7;8,0;8,3;8,0;8,6;8,6;8,2;8,1
2009;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;7;74,3;76,0;44,8;42,5;66,9;8,0;8,0;7,5;7,3;8,2;7,5;7,8
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;8;75,9;74,4;34,5;35,6;71,9;7,4;8,3;7,4;7,7;8,2;7,6;7,7
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;9;80,7;74,3;26,8;38,4;73,9;6,9;8,6;7,5;8,0;8,5;8,2;7,7
2009;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;10;70,9;71,5;44,9;41,7;69,6;7,4;7,8;7,1;7,5;7,5;7,2;7,4
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;11;69,0;71,3;42,2;46,1;63,8;7,4;7,6;7,3;6,3;7,8;7,4;7,4
2009;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;12;67,6;70,5;30,6;47,9;64,8;7,3;8,0;6,7;7,2;7,2;6,9;7,3
2009;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;13;67,4;70,3;22,6;34,7;65,5;7,5;7,6;6,9;6,9;7,5;6,8;7,3
2009;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;14;69,9;70,2;31,8;44,3;66,6;7,2;7,5;7,2;7,2;7,5;7,2;7,3
2009;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;04.368.898./000.1-06;15;66,7;69,9;39,0;41,4;67,7;7,4;7,4;7,1;6,9;7,3;6,8;7,3
2009;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;16;66,7;69,7;38,6;40,5;62,6;7,4;7,5;6,9;6,9;7,3;6,8;7,3
2009;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;17;76,2;69,5;22,2;32,1;66,3;6,9;7,3;7,5;7,5;8,6;7,5;7,2
2009;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;18;68,3;69,4;33,7;40,4;64,6;7,3;7,6;6,8;7,1;7,4;7,0;7,2
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;19;76,6;69,3;25,0;35,7;69,3;7,0;7,7;7,0;6,8;8,6;8,2;7,2
2009;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;20;63,3;69,1;50,3;31,3;63,4;7,2;7,4;7,1;6,3;6,8;7,0;7,2
2009;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;21;66,5;68,9;32,6;41,0;60,0;7,2;7,6;6,8;6,7;7,3;7,0;7,2
2009;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;22;71,9;68,5;28,7;47,4;67,2;7,2;7,3;6,9;7,3;8,0;7,2;7,2
2009;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;23;64,2;68,4;49,4;27,4;64,0;7,1;7,4;6,9;6,7;6,9;6,7;7,2
2009;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;24;65,2;68,2;37,8;43,7;65,5;7,2;7,2;7,0;6,7;7,1;6,8;7,1
2009;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;25;65,8;68,2;33,6;37,2;65,6;6,8;7,6;6,9;6,8;7,2;6,7;7,1
2009;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;25;65,8;68,2;33,6;37,2;65,6;6,8;7,6;6,9;6,8;7,2;6,7;7,1
2009;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;26;64,4;68,1;37,1;38,0;67,9;7,1;7,2;7,2;6,5;7,1;6,8;7,1
2009;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;27;65,2;67,4;31,2;42,0;63,2;7,2;7,3;6,6;6,7;7,0;6,9;7,1
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;28;68,8;66,4;34,2;37,6;67,1;7,0;7,2;6,7;6,6;7,7;7,3;7,0
2009;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;33.249.046./000.1-06;29;67,2;66,3;36,1;33,1;62,7;6,9;7,4;6,7;6,9;7,2;7,0;7,0
2009;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;30;65,2;66,2;30,8;44,3;63,0;7,1;7,3;6,4;6,8;7,2;6,6;6,9
2009;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;31;72,9;65,6;32,5;41,1;57,6;6,2;7,8;6,6;7,2;7,8;7,7;6,9
2009;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;32;66,8;64,6;29,1;33,5;62,7;6,7;6,9;6,8;6,7;7,5;6,8;6,8
