Ano;DscClassificacao;Descricao Categoria;Agente;CNPJ;Ordem IASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaSatisfacao
2019;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;26;74,0;72,1;36,0;29,7;71,0;7,6;7,9;6,9;7,5;7,9;7,6;7,5
2019;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;27;80,6;71,9;29,5;25,2;67,5;7,5;7,8;7,1;7,8;8,6;8,3;7,5
2019;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;28;73,2;71,2;35,3;29,1;68,0;7,5;7,9;6,8;7,7;7,7;7,4;7,4
2019;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;29;72,5;70,6;39,3;32,3;70,4;7,3;7,8;6,9;7,6;7,7;7,3;7,3
2019;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;30;69,6;70,4;39,8;37,0;68,6;7,6;7,7;6,7;7,1;7,5;7,1;7,3
2019;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;31;70,6;68,8;33,7;28,5;67,3;7,5;7,4;6,7;7,4;7,5;7,2;7,2
2019;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;32;66,4;67,6;40,8;36,1;68,3;7,3;7,3;6,6;6,9;7,1;6,9;7,1
2019;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;33;75,0;66,3;16,6;18,3;64,8;6,9;7,3;6,6;7,4;8,1;7,7;6,9
2019;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;34;66,2;66,3;33,9;32,3;63,8;7,2;7,5;6,2;7,1;7,2;6,6;6,9
2019;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;35;65,0;65,9;39,4;37,6;65,1;7,2;7,2;6,3;6,7;7,2;6,7;6,9
2019;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;36;64,4;65,7;39,6;34,2;64,7;7,1;7,2;6,4;6,7;7,0;6,7;6,9
2019;Concessionária;Nordeste;Energisa Paraíba;09.095.183./000.1-40;37;66,5;65,1;34,6;35,5;65,5;7,0;7,1;6,5;6,8;7,3;6,9;6,9
2019;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;38;65,5;65,0;28,4;24,5;63,5;6,8;7,3;6,5;6,8;7,2;6,7;6,8
2019;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;39;66,1;64,2;35,6;33,0;64,1;6,8;7,3;6,3;7,1;7,1;6,6;6,8
2019;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;40;63,4;63,0;33,2;26,6;61,4;6,6;7,1;6,3;6,6;6,9;6,6;6,7
2019;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;41;62,4;61,9;30,3;26,7;61,3;6,5;7,0;6,2;6,5;6,8;6,5;6,6
2019;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;42;59,6;61,4;33,7;26,0;61,3;6,4;6,9;6,2;6,4;6,6;6,1;6,5
2019;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;43;63,2;61,4;26,2;27,2;59,7;6,5;6,8;6,2;6,6;6,9;6,6;6,5
2019;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;44;64,1;61,3;37,6;35,0;61,3;6,5;6,9;6,2;6,8;6,9;6,6;6,5
2019;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;45;60,9;57,2;29,5;29,2;54,3;6,2;6,5;5,7;6,5;6,8;6,1;6,1
2019;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;46;55,1;56,8;31,2;30,6;53,5;6,1;6,5;5,7;6,1;6,1;5,7;6,1
2019;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;46;55,1;56,8;31,2;30,6;53,5;6,1;6,5;5,7;6,1;6,1;5,7;6,1
2019;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;47;60,5;56,4;33,3;27,0;55,1;6,3;6,5;5,5;6,6;6,7;6,1;6,1
2019;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;48;62,9;56,4;26,1;26,2;54,7;6,2;6,5;5,5;6,7;6,9;6,4;6,1
2019;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;49;55,2;52,3;28,4;27,9;49,2;5,7;6,0;5,4;6,1;6,0;5,9;5,7
2019;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;50;49,9;46,4;25,2;27,7;45,0;5,3;5,4;4,8;5,2;5,9;5,4;5,2
2019;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;51;48,2;43,8;22,4;30,0;44,9;5,1;5,1;4,6;5,3;5,6;5,1;4,9
2019;Concessionária;Norte;Roraima Energia;02.341.470./000.1-44;52;47,9;42,0;24,0;26,5;42,0;4,7;5,3;4,3;5,3;5,8;4,9;4,8
2019;Concessionária;Norte;CEA;05.965.546./000.1-09;53;44,0;41,0;26,1;28,0;38,7;4,8;5,1;4,2;5,0;5,2;4,7;4,7
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopercocal;86.532.348./000.1-45;1;93,5;90,5;60,1;47,1;90,3;9,4;9,5;8,5;9,4;9,5;9,4;9,1
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopermila;75.568.154./000.1-83;2;92,7;90,1;64,0;43,3;90,9;9,2;9,6;8,6;9,3;9,5;9,2;9,1
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceriluz;87.656.989./000.1-74;3;91,4;89,3;72,0;43,2;89,3;9,2;9,4;8,6;9,3;9,4;9,0;9,1
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Creluz-D;91.950.261./000.1-28;4;88,8;86,5;69,2;38,3;86,9;8,9;9,1;8,4;9,0;9,1;8,8;8,8
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermissões;97.081.434./000.1-03;5;85,7;86,0;61,8;35,9;86,7;8,8;9,0;8,3;8,6;8,8;8,7;8,7
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coprel;90.660.754./000.1-60;6;86,8;86,0;62,1;37,3;84,9;8,8;9,0;8,3;8,8;9,0;8,6;8,7
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certel Energia;09.257.558./000.1-21;7;85,8;84,8;62,0;38,7;84,0;8,7;9,0;8,2;8,6;8,9;8,7;8,6
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopera;83.646.653./000.1-70;8;86,0;84,6;57,2;45,2;82,8;8,8;8,9;8,1;8,7;8,9;8,7;8,6
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergapa;01.229.747./000.1-89;9;88,0;84,0;44,3;36,9;84,9;8,8;8,9;7,9;8,8;9,1;8,9;8,5
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceraçá;09.364.804./000.1-44;10;85,8;83,7;51,1;36,5;83,7;8,6;8,8;8,2;8,7;8,9;8,5;8,5
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceprag;78.274.610./000.1-70;11;83,5;83,2;45,4;37,1;78,4;8,7;8,6;8,1;8,0;8,9;8,6;8,5
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermoful;86.533.346./000.1-70;12;87,8;82,9;44,5;37,0;79,5;8,5;9,0;7,8;8,7;9,1;8,9;8,4
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral-Dis;10.532.365./000.1-10;13;87,4;82,8;58,5;42,4;85,2;8,5;9,0;7,9;8,7;9,1;8,8;8,5
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergral;86.449.170./000.1-73;14;82,3;82,2;44,2;37,5;77,5;8,4;8,8;8,0;8,0;8,8;8,4;8,4
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cersul;86.512.670./000.1-02;15;84,8;82,1;48,1;42,4;81,9;8,6;8,6;8,0;8,5;8,8;8,6;8,4
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cergal;86.439.510./000.1-85;16;83,1;81,8;50,6;38,0;79,7;8,5;8,6;7,9;8,2;8,7;8,5;8,4
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certaja Energia;97.839.922./000.1-29;17;81,8;81,3;51,2;32,4;81,7;8,4;8,6;7,9;8,4;8,6;8,2;8,3
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cooperluz;95.824.322./000.1-61;18;83,5;81,3;64,3;44,0;83,0;8,6;8,7;7,6;8,6;8,5;8,4;8,3
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coorsel;86.448.057./000.1-73;19;83,2;80,6;49,0;38,1;77,0;8,4;8,6;7,7;8,1;8,8;8,6;8,2
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedrap;60.196.987./000.1-93;20;81,4;80,3;43,3;32,2;76,7;8,4;8,6;7,6;8,2;8,5;8,2;8,2
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerpalo;85.318.640./000.1-05;21;80,7;80,1;40,9;32,9;77,2;8,3;8,6;7,7;8,2;8,6;8,0;8,2
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cejama;85.665.990./000.1-30;22;83,4;80,1;41,1;31,9;78,3;8,2;8,6;7,9;8,2;8,8;8,5;8,2
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Creral;89.435.598./000.1-55;23;80,7;79,1;55,1;32,0;81,4;8,1;8,5;7,7;8,2;8,6;8,0;8,1
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cetril;49.313.653./000.1-10;24;82,7;78,9;47,7;27,4;80,5;8,0;8,6;7,6;8,4;8,5;8,4;8,1
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certrel;76.583.962./000.1-82;25;82,0;78,7;42,8;33,9;73,0;8,4;8,3;7,5;7,9;8,8;8,4;8,1
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral Anitápolis;75.826.404./000.1-38;26;81,4;77,3;38,0;33,4;77,8;8,1;8,4;7,4;8,1;8,8;8,1;8,0
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerbranorte;86.433.042./000.1-31;27;80,4;76,9;33,0;30,8;69,2;7,7;8,4;7,6;7,9;8,5;8,3;7,9
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerpro;44.560.381./000.1-39;28;81,1;76,3;38,6;34,4;77,6;7,9;8,4;7,2;8,3;8,5;8,1;7,8
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedri;50.105.865./000.1-90;29;80,5;75,4;37,4;27,3;76,4;7,8;8,3;7,2;8,2;8,4;8,1;7,8
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceripa;49.606.312./000.1-32;30;77,8;73,6;34,2;32,7;74,8;7,6;8,2;7,0;7,9;8,2;8,0;7,6
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerej;82.574.864./000.1-81;31;77,8;73,1;42,5;35,0;73,4;7,8;7,9;7,0;7,8;8,4;7,8;7,6
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cernhe;53.176.038./000.1-86;32;71,3;70,9;37,2;32,1;68,6;7,6;7,8;6,8;7,5;7,4;7,3;7,4
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerrp;46.598.678./000.1-19;33;70,0;67,5;40,0;27,1;66,9;7,2;7,3;6,7;7,3;7,6;7,0;7,1
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cermc;52.548.732./000.1-14;34;73,6;66,9;33,3;26,4;66,6;7,0;7,6;6,4;7,8;7,8;7,2;7,0
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cercos;13.107.842./000.1-99;35;66,0;63,0;34,3;36,3;62,5;6,5;6,9;6,6;6,6;7,1;7,1;6,7
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceres;31.465.487./000.1-01;36;70,1;62,6;32,6;27,8;62,3;6,6;7,1;6,3;7,3;7,5;7,1;6,6
2019;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceris;57.384.943./000.1-82;37;66,9;59,5;25,6;24,0;62,7;6,2;7,0;5,9;7,1;7,2;6,7;6,3
2019;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerim;50.235.449./000.1-07;38;60,0;55,9;22,1;25,8;55,8;6,2;6,5;5,3;6,6;6,6;6,1;6,0
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;1;84,2;82,2;48,7;37,3;83,2;8,5;8,9;7,7;8,5;8,8;8,5;8,4
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;CPFL Santa Cruz;53.859.112./000.1-69;2;74,9;76,5;39,2;36,5;75,3;8,0;8,2;7,4;7,6;8,0;7,7;7,9
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;3;73,4;75,5;39,8;34,3;73,7;7,9;7,9;7,5;7,3;7,9;7,6;7,8
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;4;77,6;75,2;38,3;34,9;75,8;7,9;8,0;7,4;7,8;8,2;7,9;7,8
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;5;75,0;75,0;29,4;32,7;74,1;7,8;8,1;7,4;7,4;7,9;7,9;7,7
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;6;75,6;74,8;40,3;37,8;73,4;7,9;8,4;6,8;7,5;8,2;7,7;7,7
2018;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;04.368.898./000.1-06;7;73,8;74,1;37,8;32,6;74,2;7,8;8,0;7,2;7,4;7,9;7,6;7,7
2018;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;8;74,4;73,1;31,4;31,0;70,8;7,8;8,0;6,9;7,4;8,1;7,6;7,5
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;9;74,9;72,9;39,5;31,3;74,3;7,7;8,0;7,0;7,6;8,0;7,6;7,5
2018;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;10;73,2;72,6;38,2;39,0;73,2;7,8;7,8;7,0;7,0;8,0;7,7;7,5
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;75.805.895./000.1-30;11;73,9;72,3;29,5;31,7;73,2;7,5;7,9;7,1;7,3;8,0;7,7;7,5
2018;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;12;70,5;72,2;34,1;32,9;71,7;7,7;7,8;6,9;7,1;7,5;7,4;7,5
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;13;69,5;71,1;32,5;34,2;72,5;7,3;7,8;7,0;7,0;7,5;7,3;7,4
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;14;71,5;70,8;39,5;33,9;73,4;7,5;7,7;6,9;7,5;7,5;7,3;7,4
2018;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;08.467.115./000.1-00;15;69,5;70,7;41,1;34,4;69,3;7,6;7,7;6,7;7,1;7,5;7,2;7,3
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Energisa Sul-Sudeste;07.282.377./000.1-20;16;70,6;70,7;31,6;37,7;69,7;7,6;7,6;7,0;7,2;7,6;7,3;7,4
2018;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;17;69,7;70,7;39,6;35,8;69,5;7,6;7,5;6,9;7,1;7,5;7,3;7,4
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;18;71,1;70,5;35,0;34,1;71,3;7,5;7,7;6,8;7,3;7,6;7,3;7,3
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;18;71,1;70,5;35,0;34,1;71,3;7,5;7,7;6,8;7,3;7,6;7,3;7,3
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;33.249.046./000.1-06;19;69,4;70,1;31,1;34,7;67,0;7,4;7,6;6,8;7,0;7,5;7,2;7,3
2018;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;20;68,0;70,1;29,8;34,0;66,8;7,4;7,6;6,8;6,6;7,6;7,1;7,3
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;21;69,6;69,9;37,4;36,2;68,9;7,5;7,4;6,9;6,9;7,5;7,4;7,3
2018;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Santa Maria;27.485.069./000.1-09;22;68,6;69,1;30,2;30,4;71,7;7,0;7,7;6,9;6,9;7,6;7,1;7,2
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Iguaçu Energia;83.855.973./000.1-30;23;69,7;69,0;37,3;35,2;69,3;7,5;7,4;6,7;7,3;7,3;7,3;7,2
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;24;69,7;68,8;33,7;32,8;68,6;7,4;7,4;6,8;7,0;7,5;7,2;7,2
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;25;75,7;68,7;35,0;28,9;68,6;7,0;7,7;6,8;7,5;8,1;7,8;7,2
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;26;69,6;68,5;33,6;31,9;66,7;7,4;7,4;6,7;7,1;7,5;7,3;7,2
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;27;68,0;68,4;33,0;34,5;69,3;7,2;7,5;6,7;7,0;7,3;7,1;7,1
2018;Concessionária;Nordeste;Energisa Paraíba;09.095.183./000.1-40;28;68,4;67,8;29,9;30,4;66,3;7,1;7,5;6,7;6,8;7,5;7,1;7,1
2018;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;29;68,4;67,7;32,4;33,5;65,4;7,1;7,4;6,7;6,9;7,4;7,1;7,1
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;30;66,9;67,0;35,2;34,1;66,1;7,2;7,3;6,6;6,8;7,2;7,0;7,0
2018;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;31;68,9;66,8;28,8;31,9;65,2;6,9;7,6;6,5;6,9;7,6;7,2;7,0
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;32;67,9;66,4;28,9;31,4;68,2;7,1;7,1;6,7;6,9;7,4;7,0;7,0
2018;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;33;64,5;65,0;30,2;29,2;63,6;6,8;7,4;6,4;6,7;6,9;6,9;6,8
2018;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;34;63,0;64,9;32,3;27,6;62,3;7,0;7,1;6,5;6,4;6,9;6,6;6,8
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;35;61,9;64,6;27,3;30,7;64,4;6,9;7,2;6,4;6,3;6,8;6,6;6,8
2018;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;36;62,8;64,2;31,5;33,1;62,5;7,0;7,1;6,2;6,5;6,9;6,6;6,8
2018;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;37;67,1;63,9;24,8;29,4;62,3;6,9;7,0;6,3;6,6;7,4;7,1;6,7
2018;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;38;63,5;63,5;30,0;32,9;61,9;7,0;7,0;6,1;6,4;7,1;6,7;6,7
2018;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;39;62,9;63,0;25,2;28,1;63,2;6,5;7,1;6,4;6,5;7,0;6,5;6,7
2018;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;40;65,6;62,5;25,2;30,5;60,3;6,7;7,0;6,2;6,5;7,3;6,9;6,6
2018;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;41;61,1;62,2;30,0;32,2;61,1;6,7;6,9;6,2;6,4;6,8;6,3;6,6
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;42;60,5;61,5;35,1;32,4;60,7;6,9;6,6;6,1;6,3;6,6;6,4;6,5
2018;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;43;70,8;61,0;27,7;21,3;60,1;6,3;7,1;6,1;6,9;7,8;7,4;6,5
2018;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;44;59,2;60,9;31,8;33,8;61,1;6,8;6,6;6,0;6,0;6,6;6,3;6,5
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;45;59,6;60,0;31,4;32,7;57,9;6,5;6,7;6,0;6,3;6,5;6,3;6,4
2018;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;46;55,7;58,3;23,1;29,8;57,5;6,2;6,6;5,9;6,0;6,3;5,8;6,2
2018;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;47;57,9;58,2;32,5;28,8;55,4;6,4;6,4;5,8;6,1;6,3;6,2;6,2
2018;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;48;57,0;55,3;24,4;32,2;52,4;5,7;6,7;5,5;5,7;6,7;6,0;6,0
2018;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;49;53,8;53,6;29,1;30,0;51,9;6,0;5,9;5,5;5,9;6,0;5,6;5,8
2018;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;49;53,8;53,6;29,1;30,0;51,9;6,0;5,9;5,5;5,9;6,0;5,6;5,8
2018;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;50;51,6;50,0;23,9;28,3;50,0;5,4;5,9;5,2;5,5;5,8;5,6;5,5
2018;Concessionária;Norte;Roraima Energia;02.341.470./000.1-44;51;51,9;43,4;24,5;28,2;49,7;4,7;5,2;4,8;5,8;6,1;5,1;4,9
2018;Concessionária;Norte;CEA;05.965.546./000.1-09;52;37,7;32,9;12,4;21,3;33,8;3,9;4,2;3,8;4,3;4,6;4,3;4,0
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceriluz;87.656.989./000.1-74;1;86,6;85,9;66,4;47,4;85,4;8,9;9,0;8,2;8,6;9,0;8,9;8,7
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopercocal;86.532.348./000.1-45;2;87,2;85,2;59,9;47,0;85,0;8,9;9,1;7,9;8,6;9,1;8,8;8,6
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermissões;97.081.434./000.1-03;3;83,8;83,5;55,8;37,1;83,0;8,6;9,0;7,8;8,4;8,7;8,5;8,5
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Creluz-D;91.950.261./000.1-28;4;86,0;82,7;59,3;40,2;83,9;8,5;8,8;8,0;8,7;9,0;8,5;8,4
2018;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopermila;75.568.154./000.1-83;5;86,5;82,5;58,9;42,9;79,4;8,6;8,8;7,8;8,5;9,1;8,8;8,4
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopera;83.646.653./000.1-70;6;82,8;82,1;59,7;46,9;80,4;8,6;8,8;7,7;8,3;8,6;8,5;8,4
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certel Energia;09.257.558./000.1-21;7;81,8;81,2;58,7;41,3;80,7;8,5;8,7;7,7;8,2;8,6;8,3;8,3
2018;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergapa;01.229.747./000.1-89;8;84,7;80,9;50,0;42,7;76,4;8,5;8,5;7,6;8,2;9,0;8,6;8,2
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coprel;90.660.754./000.1-60;9;83,3;80,8;53,6;42,3;81,5;8,4;8,8;7,6;8,4;8,7;8,4;8,3
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cersul;86.512.670./000.1-02;10;83,3;80,1;50,2;40,0;78,1;8,4;8,7;7,5;8,2;8,7;8,6;8,2
2018;Permissionária;Permissionárias até 10 mil unidades consumidoras;Creral;89.435.598./000.1-55;11;80,8;79,4;52,9;34,9;80,8;8,3;8,5;7,6;8,4;8,5;8,0;8,2
2018;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coorsel;86.448.057./000.1-73;12;82,0;79,1;46,7;38,3;76,8;8,2;8,6;7,5;8,1;8,6;8,4;8,1
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cooperluz;95.824.322./000.1-61;13;81,5;79,0;54,5;41,0;80,2;8,3;8,5;7,5;8,3;8,5;8,2;8,1
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cergal;86.439.510./000.1-85;14;80,5;78,3;47,3;37,1;74,4;8,1;8,4;7,5;8,0;8,4;8,3;8,0
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermoful;86.533.346./000.1-70;15;80,3;77,9;49,6;42,2;77,0;8,2;8,5;7,4;7,9;8,5;8,3;8,0
2018;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceprag;78.274.610./000.1-70;16;76,5;77,4;41,0;40,2;74,6;8,0;8,4;7,5;7,4;8,3;7,9;8,0
2018;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergral;86.449.170./000.1-73;17;80,1;76,0;49,9;39,8;69,8;8,0;8,3;7,2;7,8;8,6;8,2;7,8
2018;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedrap;60.196.987./000.1-93;18;75,1;75,8;41,7;41,3;75,6;8,0;8,2;7,2;7,5;8,1;7,7;7,8
2018;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certrel;76.583.962./000.1-82;19;80,1;75,5;46,9;38,9;71,3;7,8;8,2;7,2;7,9;8,5;8,2;7,8
